Phone,IMEI,IMSI,Tower_ID,Date_Time,MCC,MNC,LAC,CellID
9819705930,359881748032846,404450372453660,TWR001,2026-04-20 09:59:00,404,10,10001,101
9819235738,359881690138663,404450913672340,TWR001,2026-04-20 09:59:00,404,10,10001,101
9815662275,359881494175279,404450811142304,TWR001,2026-04-20 10:05:00,404,10,10001,101
9814996225,359881743914405,404450600843591,TWR001,2026-04-20 09:59:00,404,10,10001,101
9815697797,359881842400339,404450156365980,TWR001,2026-04-20 09:54:00,404,10,10001,101
9814772772,359881877625915,404450282318096,TWR001,2026-04-20 10:09:00,404,10,10001,101
9819575016,359881114624528,404450931982532,TWR001,2026-04-20 09:52:00,404,10,10001,101
9811065065,359881435820619,404450603843998,TWR001,2026-04-20 10:02:00,404,10,10001,101
9812854121,359881100875718,404450323903250,TWR001,2026-04-20 09:54:00,404,10,10001,101
9814015390,359881423704910,404450371491097,TWR001,2026-04-20 10:00:00,404,10,10001,101
9812545958,359881498643028,404450396205565,TWR001,2026-04-20 09:53:00,404,10,10001,101
9813105574,359881387252201,404450471339817,TWR001,2026-04-20 09:46:00,404,10,10001,101
9815456535,359881177444600,404450155408982,TWR001,2026-04-20 10:00:00,404,10,10001,101
9811507296,359881597872447,404450980569550,TWR001,2026-04-20 10:00:00,404,10,10001,101
9815978235,359881865840550,404450559575152,TWR001,2026-04-20 09:48:00,404,10,10001,101
9815190183,359881611266090,404450653631172,TWR001,2026-04-20 10:06:00,404,10,10001,101
9819091303,359881414762448,404450957853194,TWR001,2026-04-20 09:55:00,404,10,10001,101
9817776198,359881722557421,404450750773238,TWR001,2026-04-20 10:05:00,404,10,10001,101
9817673858,359881408767368,404450645542391,TWR001,2026-04-20 09:52:00,404,10,10001,101
9812863061,359881510970908,404450226951893,TWR001,2026-04-20 10:12:00,404,10,10001,101
9811970818,359881113196828,404450324273055,TWR001,2026-04-20 10:02:00,404,10,10001,101
9819622055,359881944696480,404450971755202,TWR001,2026-04-20 09:55:00,404,10,10001,101
9819859117,359881238395186,404450231490996,TWR001,2026-04-20 09:45:00,404,10,10001,101
9812850295,359881743276028,404450844177395,TWR001,2026-04-20 09:51:00,404,10,10001,101
9817928159,359881491989130,404450445747289,TWR001,2026-04-20 09:52:00,404,10,10001,101
9815544021,359881196437966,404450873888582,TWR001,2026-04-20 09:59:00,404,10,10001,101
9814405703,359881839937732,404450835240507,TWR001,2026-04-20 09:48:00,404,10,10001,101
9818408126,359881145917941,404450626051012,TWR001,2026-04-20 10:06:00,404,10,10001,101
9818106910,359881959588352,404450737162994,TWR001,2026-04-20 09:56:00,404,10,10001,101
9811278724,359881808037360,404450464990307,TWR001,2026-04-20 09:56:00,404,10,10001,101
9812217972,359881355091580,404450711598246,TWR001,2026-04-20 10:00:00,404,10,10001,101
9813825308,359881135174935,404450419783558,TWR001,2026-04-20 10:14:00,404,10,10001,101
9817521846,359881302337950,404450682734958,TWR001,2026-04-20 09:50:00,404,10,10001,101
9819371173,359881702307319,404450426072559,TWR001,2026-04-20 10:01:00,404,10,10001,101
9815134682,359881779726550,404450847765580,TWR001,2026-04-20 10:07:00,404,10,10001,101
9811612007,359881351668741,404450150313228,TWR001,2026-04-20 10:08:00,404,10,10001,101
9812150788,359881737500651,404450736403865,TWR001,2026-04-20 09:47:00,404,10,10001,101
9811571368,359881794227351,404450788567248,TWR001,2026-04-20 09:45:00,404,10,10001,101
9818433256,359881530430147,404450982663668,TWR001,2026-04-20 09:55:00,404,10,10001,101
9819593128,359881201141088,404450191461243,TWR001,2026-04-20 09:52:00,404,10,10001,101
9816880884,359881237668315,404450572943203,TWR001,2026-04-20 10:03:00,404,10,10001,101
9817415044,359881841915039,404450553391552,TWR001,2026-04-20 10:14:00,404,10,10001,101
9816782614,359881459539654,404450665380492,TWR001,2026-04-20 10:06:00,404,10,10001,101
9815579664,359881825705403,404450141466564,TWR001,2026-04-20 10:15:00,404,10,10001,101
9813772776,359881819050326,404450822066018,TWR001,2026-04-20 09:58:00,404,10,10001,101
9813276189,359881990277502,404450109085373,TWR001,2026-04-20 09:54:00,404,10,10001,101
9811047987,359881807564059,404450202833396,TWR001,2026-04-20 09:46:00,404,10,10001,101
9815670826,359881104211037,404450383174270,TWR001,2026-04-20 10:02:00,404,10,10001,101
9811164422,359881688203838,404450244068227,TWR001,2026-04-20 09:48:00,404,10,10001,101
9813814802,359881167938615,404450680414397,TWR001,2026-04-20 09:55:00,404,10,10001,101
9810000001,359881000000001,404450000000001,TWR001,2026-04-20 09:58:00,404,10,10001,101
9810000002,359881000000002,404450000000002,TWR001,2026-04-20 09:59:00,404,10,10001,101
